pH,MateriaOrganica,N,P,K,Humedad,Fertilidad
7.150089137415928,3.119071809594957,38.871755392871904,12.540510156703427,269.34763860717055,40.5243368130453,Media
5.746844304357644,5.9446675915267955,39.93015079772041,18.758715019973547,186.20588699513362,42.624139886926436,Media
6.580272084711243,7.2283269496443285,7.491720537462449,5.098835198054591,210.14864936045709,29.77966142562231,Media
6.686841117373119,7.15314818198838,25.60369380445592,29.308659806986494,240.9679468100547,34.38277883569123,Alta
5.239417822102109,6.349066593932179,39.422295364283,29.627690100949277,159.56381570013605,42.28747834120535,Media
8.378338511058235,5.315237346157158,32.67249422190483,21.85036627853312,44.33768066447863,34.75335220096895,Media
7.600531293444458,1.1310497374628663,52.106941265357726,17.47460189129125,170.38983170919337,15.338866501999147,Media
8.257995766256757,1.7122153557096031,41.228149739041974,11.357245639730849,184.31551304584616,30.170092605838462,Media
8.079309401710596,7.239156413953094,13.961393489478633,24.972465532087615,228.7230527716124,31.235026623399957,Media
6.89159991524434,5.048217947446925,8.881281107023641,21.48774165895474,140.86467294431023,24.84457349558351,Media
8.187496940092467,0.5689778871247224,40.33306030134736,7.390657362312065,55.72248478275785,35.7755482468653,Baja
4.853970008207678,1.2610365714952407,6.4581220797892,27.595033981333746,99.45725362364286,42.70284551691552,Baja
5.283931449676581,5.476263268310419,37.21765697004048,25.208505558925562,121.66304299161783,42.39489795173717,Media
4.680909155642152,0.5379618788466402,56.712663278372666,28.64459765888195,200.85682757284835,25.77937799914462,Media
5.801321323053058,1.70606038563124,36.651079783173344,22.594426726485718,179.81792530729533,13.963331604426434,Media
6.0547091587579285,4.615503420249396,26.349345941358706,19.562210290266325,119.70708325139695,44.46944196368171,Media
5.585396127095583,5.6892139826951995,40.38085201432943,14.29256197984671,296.2242696620343,39.361433025607695,Media
7.814950036607717,5.389709446269504,30.203908977033414,28.183669050558358,189.6169494199284,14.36319384211434,Media
5.927013306774358,2.1820198209541983,35.00892341237642,26.383725016511026,86.42350168607845,42.22946589160803,Media
5.623738038749523,5.841344160106519,56.78056448270888,4.220904092867114,48.49909233371305,40.44637267217449,Baja
6.670784332632994,2.2793681562260004,26.235645079042584,3.711908311425804,62.800558971612965,28.159331999412522,Media
5.063696899899051,2.9404977361945077,57.86548101031528,13.164510905707338,88.86816394766228,30.694640251072524,Media
7.708787923016159,6.0986855383851815,54.79428530758351,24.88493993110949,64.99078451267559,23.96509463545456,Media
4.798202574719083,5.37224674285411,15.768512413411305,29.6564554915035,72.23876673436561,11.916657358771097,Baja
8.44754774640207,6.869175578706335,8.8148715481341,7.0612560597952605,99.82664723427719,21.731903457606535,Baja
7.58897907718663,5.432096692252575,10.542790075758466,19.04152931450765,68.54460668253135,38.099870700930396,Baja
5.29486272613669,4.762314525016037,6.0022004108352345,13.28405312903758,271.09431889539906,10.1621208051611,Baja
4.52208846849441,1.2025607587106935,10.194362841576062,29.187688740994286,42.46544878525982,21.672471009190048,Baja
7.761845713819337,3.2578685229457514,42.56537253789963,25.737210924664133,166.86318907967132,23.935904275683015,Media
7.3274293753904685,2.489017757612941,8.915375665312595,25.63487502720072,134.91111155710524,28.8088461028273,Media
7.416028672163949,2.329922325343127,22.54365966615687,15.654715314464198,295.0660127344098,42.19494657444662,Media
7.5850813867437825,7.797579160643342,51.46814210332,14.20012656311696,51.37089260705466,22.122109802808644,Media
4.796178606936362,3.448232935000703,6.2799564654704225,10.381990942129068,131.39956773280767,22.14336206636797,Baja
5.933862914177091,7.190349163828349,49.79576654239147,4.522138409575032,291.4517213171033,35.81254368384119,Media
4.963476238100519,5.233539694979472,20.502012612536994,26.347504158886437,262.3419952503145,25.82762793114325,Media
7.9524137035023745,6.461084776562363,11.499065519191094,24.948327246512093,248.78017986579837,17.861168802899368,Media
6.993192507310232,4.269778198288941,43.32054409502828,29.992377178725526,92.21279157258316,25.83538306464427,Alta
5.823592099410597,4.826779134697693,39.59185657289362,29.909194600995445,67.84852446921843,14.929995713292996,Media
4.754233401144095,4.19388270364148,53.260960743987916,17.99665605127094,207.22010157884068,16.173544527717816,Media
5.743929286862649,1.9643224084853337,45.428907409213714,23.762660209873783,280.22527695572404,27.442872045881792,Media
5.800733288106988,5.91839086446129,49.19145117116667,28.508674706825555,175.89361004390034,24.662390732659176,Alta
7.418424713352256,2.6057927183064185,20.511901491421856,25.94047954829011,180.05155305157194,42.0196065373835,Media
7.050229885420853,0.6823697482359038,14.759174907884756,9.678398747066336,98.39414622487956,22.683786469082158,Baja
8.048850970305306,5.341042219303759,46.28381134024721,15.164691653372525,235.45802129374232,30.32059225973152,Media
6.388859700647798,1.8283300955528672,49.37591065969952,6.4873042090903645,72.37224959610654,32.12925007718356,Media
4.978376983753207,7.553439382646857,59.477782810037034,28.759377735985503,110.63018619318822,10.458305980591676,Media
7.35297914889198,7.654464327519405,27.693972230128455,19.366715130173763,139.1222028125967,33.22380802058487,Media
7.54314019446759,7.361482926653364,25.460994718603075,9.173355748593494,162.1309060316474,16.2312588404413,Media
6.745108790277985,3.276190251915833,47.70271284080982,21.135918478958132,87.87472507622246,43.63746111143093,Media
7.583868719818244,0.6159246239665057,23.74419471391598,19.689462492363187,52.15431092697699,15.203195471358953,Baja
6.475182385457563,7.462389219407941,56.19165290819606,12.670393386886694,190.97361188365713,24.511844330445832,Alta
6.590931317527977,3.7113811123798577,52.21270135136565,6.0660549893899836,100.81655490727161,12.987238382752535,Media
6.210164073434198,7.749911142827521,28.59467150562601,21.13247628100559,182.74670199833145,44.890598814608154,Media
4.60167650697638,7.727149828169396,46.297908728532356,17.04830792440242,63.22156027677665,27.57682536159349,Media
4.931565707973218,6.897570916005201,46.49985807465753,23.85259657686226,154.7192285193489,30.838475606201534,Media
4.625716742746937,2.708366690521893,10.671812785976293,17.044414530023822,169.12504111444403,12.347676708594962,Baja
7.045641645055122,3.3882329645144393,54.640409867376164,26.008900508600583,34.51059031027953,36.248616463971224,Media
5.757423924305307,6.883525036376427,32.788880484632145,17.901484646911108,114.24919789429777,17.3466957583455,Media
6.534282764658811,2.8769150386720823,50.455160635925786,18.14532523145543,57.63610954291279,41.43190013042498,Media
8.130265895704373,1.7711956001456937,22.602728056683645,26.669647271775315,37.74499173237497,17.17988741687025,Baja
5.4971689165955,4.676009468437626,54.253777567291024,13.89403738773472,297.18886506918466,16.67407022322833,Media
6.141531692142519,7.521160806205858,26.40609233037897,6.6184111681673,110.25907659292243,11.27923837468332,Media
7.522204554172195,5.720223475062298,5.59607083141641,3.777132260460152,246.76484483929775,26.522343078849975,Media
5.41519266196649,4.775458775670237,54.7960087030595,23.388705903187713,91.29938333385388,29.769439664191573,Media
4.8079196393151715,1.228823703280764,10.020767223237346,19.748357886543545,210.82076222270018,12.299802379992332,Baja
5.6590058116550725,5.112554200243773,22.562250067472817,22.010153738679037,232.86380076911223,37.14346658432537,Media
5.144885149016018,7.925403875781974,57.25340818779427,8.75003236074059,186.7788473701964,25.86510921618097,Media
8.218790609370291,1.5506301142739303,57.283393081565585,6.682029840842784,152.04133279404434,28.353659426465303,Baja
7.732481518257668,4.387472392728025,36.53908384678074,3.392705973032812,135.3154559612352,25.426696142837983,Media
7.033615026041694,7.080298039459666,39.75104666933896,12.465864087778119,117.68311463203868,24.02670713063641,Alta
7.985842360750871,6.055764633156533,29.664503708807587,18.927777545075095,280.26816038939126,29.587411595787625,Media
7.714688307596457,5.72761805746451,21.126592443393548,13.590589217692772,252.57343418056416,15.433408607574938,Media
5.246280235544143,5.76863062990332,23.076549995345378,14.811822894640684,290.2075349866235,16.36748456733449,Media
8.070235993959912,3.1961836341481638,41.988515084237115,27.412284751331207,54.803222575952525,40.162496735473106,Baja
6.657368967662602,2.7019388319837003,46.3805991190724,12.40289760962911,224.6428930570204,43.11404117467715,Media
7.729760620656251,6.570208666088853,48.536847404921666,16.87771620731489,282.7353279098906,23.065826069791353,Alta
8.084365199693973,6.575850460093855,48.428997853700466,24.158631344010864,70.74525852638484,19.476063560024382,Media
5.7720138998874555,7.003042389350778,10.016335667677971,13.706655122674295,38.6189548626977,32.539984013365554,Media
4.940207698110707,7.3493041441735345,32.19311675864198,19.796340906152583,227.51378180121654,24.305695988433374,Media
5.411740650167767,4.335067991457033,8.165731800915434,26.28382013616212,180.85247169037532,10.88852244811207,Baja
6.208431154505025,4.261372210153997,35.22408852780545,28.637056838756337,255.71205749231618,15.465340907816662,Alta
7.772059063689973,6.487213842250814,29.284177575535736,6.9709839850840245,59.136265455361055,35.05902800965892,Baja
7.942922333025374,5.374729480833238,53.823730051706484,28.01786587936035,242.67484732076926,33.062337966855296,Alta
4.527808522124763,5.764751579432775,24.30032569036433,16.28713991314753,76.45564961336846,10.948359737621923,Baja
6.542989210310263,6.468445020770758,11.438685903518323,9.972598484071876,65.82366400239727,17.76902566765323,Baja
6.169644012595116,7.175040063631747,12.864542512905972,15.396665418433056,65.99442342067803,18.0876178805825,Media
5.388431241882921,3.0349636763865186,46.88308474446097,29.46087953270788,248.08092166478698,33.516246025955496,Media
4.979461469334732,3.31687214479958,39.00199348239436,16.30068853780748,206.25522179493603,10.689868821402746,Media
5.850460685614512,1.2048645488065175,10.561747186753465,11.876293477762722,166.45831893535342,13.643800369460084,Baja
8.271638815650077,4.837101057471305,9.62587433632486,20.101823066551596,120.4725355545807,37.99706298806163,Media
5.792811728083021,0.7695670534755656,43.553302230251596,9.483931707011212,265.61615142767033,16.249063171901675,Media
6.575162486973465,3.9919851359934513,9.001965350030645,5.048309858933926,129.88463007833792,32.84611377481561,Media
7.312075835580711,4.569834760306825,50.20230326096959,6.479752491587529,248.6478430520416,18.33639733663543,Media
5.954518409517176,2.649059390962133,43.84332249360729,6.457237651859856,142.95777439966116,13.48044874657708,Baja
8.387128330883844,4.931249454267581,9.474182935304487,7.101372724831948,125.54444023897412,18.51102668498089,Baja
8.349789179768445,0.7287518745428707,9.666074274685556,6.748333661534073,149.5503399874898,35.27934261494807,Baja
5.507129183301457,0.7801114156191081,59.26517681756465,20.303618109686795,104.38580476595978,39.94937638372,Media
6.488994023569542,6.669504204947437,25.584893766586617,7.91076227877691,229.33062644935032,39.05769525984471,Media
5.703513239267078,3.2014298105844716,25.385318088679,12.333016649744307,160.76170922589415,23.90142353664592,Media
5.6393619775098704,1.452953844889136,49.70397619916264,27.213287067462318,85.01955464110884,33.382979779972615,Media
4.647547789418131,4.416824450411033,57.09867175611223,15.796964287097554,271.8808805168792,17.174450339553733,Media
6.938257335919587,6.274951648239581,59.2300585102579,21.024058940067732,127.4895419844992,20.260170559135464,Alta
6.510716092915446,2.118657706226324,46.43580018924179,7.652636522444006,172.1948011119168,41.37175364823919,Media
4.705915004999957,5.171678568642502,25.694277204200368,8.191803507834111,273.81219107007314,10.455067322875761,Baja
5.614585856946446,1.14010598745326,9.592539418426782,4.103452639194929,194.78663885591777,12.992798579906383,Baja
